   5.8798638e+02   3.7240661e+02   7.0450000e+02   3.3332490e+02
   4.1148833e+02   5.4386187e+02   5.4562062e+02   4.9220428e+02
   2.3499027e+02   4.3796304e+02   3.6482685e+02   4.1550389e+02
   1.0569669e+03   7.1027432e+02   1.1153949e+03   6.2369066e+02
   1.7327023e+03   1.1237840e+03   1.7235195e+03   9.5788521e+02
   5.8798638e+02   2.5137938e+02   6.9354280e+02   2.2923152e+02
   7.3422763e+02   2.4633658e+02   8.1955058e+02   2.2923152e+02
   1.9747568e+03   1.1389125e+03   1.9317062e+03   9.7432101e+02
   2.5092938e+03   6.3967510e+02   2.3809514e+03   5.0864008e+02
   1.6268035e+03   1.1338696e+03   1.6084689e+03   9.7432101e+02
   1.0216673e+03   5.9933268e+02   1.0660875e+03   5.3055447e+02
   1.1376518e+03   1.1237840e+03   1.2140097e+03   9.9075681e+02
   8.1491245e+02   1.0531848e+03   9.3460117e+02   9.3049222e+02
   4.8208755e+02   8.5147276e+02   6.1684241e+02   7.7161284e+02
   5.1738716e+02   6.2958949e+02   6.4971401e+02   5.6342607e+02
   1.9697140e+03   1.4061809e+03   1.9317062e+03   1.2099008e+03
   1.1023521e+03   8.0104475e+02   1.1701809e+03   7.0586965e+02
   1.4200486e+03   8.5651556e+02   1.4386323e+03   7.4969844e+02
   2.2168113e+03   9.2207198e+02   2.1398930e+03   7.7161284e+02
   2.0150992e+03   1.4213093e+03   1.9864922e+03   1.2099008e+03
   3.5601751e+02   1.5372938e+03   5.5657782e+02   1.3852160e+03
   1.5934825e+02   1.5272082e+03   3.8126265e+02   1.3852160e+03
   2.1481907e+02   1.0128424e+03   3.9769844e+02   9.1405642e+02
   2.7533268e+02   9.0694358e+02   4.4152724e+02   8.1544163e+02
   1.8688580e+03   1.0733560e+03   1.8276128e+03   9.1405642e+02
   2.3882665e+03   6.9010311e+02   2.2713794e+03   5.6342607e+02
   1.8234728e+03   1.4566089e+03   1.8111770e+03   1.2537296e+03
   1.7327023e+03   1.5120798e+03   1.7399553e+03   1.3194728e+03
   1.4351770e+03   1.2548969e+03   1.4605467e+03   1.0729358e+03
   2.4336518e+03   1.1136984e+03   2.3426012e+03   9.3049222e+02
   1.1396304e+02   1.6784922e+03   3.6482685e+02   1.5112237e+03
   1.5562043e+03   1.5826790e+03   1.5920331e+03   1.3797374e+03
   6.7875681e+02   1.7137918e+03   8.6885798e+02   1.5276595e+03
   6.0311479e+02   1.6885778e+03   7.8120039e+02   1.5002665e+03
   2.3499027e+02   5.8924708e+02   3.8674125e+02   5.3603307e+02
   2.7533268e+02   7.7078794e+02   4.3057004e+02   6.9491245e+02
   7.3620623e+01   1.0834416e+03   2.8264786e+02   9.8527821e+02
   1.3107004e+01   8.5147276e+02   2.1142607e+02   7.7161284e+02
   1.9041576e+03   1.3557529e+03   1.8769202e+03   1.1660720e+03
   2.2319397e+03   1.2952393e+03   2.1618074e+03   1.0893716e+03
   1.8940720e+03   1.0027568e+03   1.8440486e+03   8.5927043e+02
   1.5007335e+03   1.8398619e+03   1.5701187e+03   1.6043599e+03
   7.5944163e+02   1.2145545e+03   8.9625097e+02   1.0784144e+03
   3.7114591e+02   1.8902899e+03   5.8397082e+02   1.6865389e+03
   1.2637218e+03   1.8096051e+03   1.3728891e+03   1.5879241e+03
   1.8537296e+03   8.9181518e+02   1.8111770e+03   7.5517704e+02
   6.1824319e+02   1.1540409e+03   7.6476459e+02   1.0291070e+03
   6.7875681e+02   8.5147276e+02   8.0859339e+02   7.5517704e+02
   9.2081128e+02   5.3377626e+02   1.0113016e+03   4.6481128e+02
   4.1653113e+02   1.4061809e+03   6.1684241e+02   1.2646868e+03
   1.9192860e+03   1.6482354e+03   1.9152704e+03   1.4126089e+03
   2.4033949e+03   1.2952393e+03   2.2932938e+03   1.0893716e+03
   2.3126245e+03   1.3910525e+03   2.2494650e+03   1.1605934e+03
   2.2924533e+03   1.5019942e+03   2.2275506e+03   1.2811226e+03
   2.3227101e+03   1.6078930e+03   2.2549436e+03   1.3797374e+03
